"","day","statename","PriceD","VolumeD","PriceR","VolumeR","state"
"259",2006-11-17,"California",40,0,40,10,"CA"
"260",2006-11-17,"Colorado",35,0,40,0,"CO"
"261",2006-11-17,"Connecticut",40,0,40,0,"CT"
"262",2006-11-17,"Delaware",40,0,40,0,"DE"
"263",2006-11-17,"District of Columbia",33.3,0,33.3,0,"DC"
"264",2006-11-17,"Florida",45,0,45,0,"FL"
"265",2006-11-17,"Georgia",40,0,40,0,"GA"
"266",2006-11-17,"Hawaii",40,0,40,0,"HI"
"267",2006-11-17,"Idaho",40,0,40,0,"ID"
"268",2006-11-17,"Illinois",40,0,40,0,"IL"
"269",2006-11-17,"Indiana",40,0,40,0,"IN"
"270",2006-11-17,"Iowa",40,0,40,0,"IA"
"271",2006-11-17,"Kansas",40,0,40,0,"KS"
"272",2006-11-17,"Kentucky",40,0,40,0,"KY"
"273",2006-11-17,"Louisiana",40,0,40,0,"LA"
"274",2006-11-17,"Maine",40,0,40,10,"ME"
"275",2006-11-17,"Maryland",40,0,40,10,"MD"
"276",2006-11-17,"Massachusetts",90,8,40,0,"MA"
"277",2006-11-17,"Michigan",40,0,40,0,"MI"
"278",2006-11-17,"Minnesota",40,0,40,0,"MN"
"279",2006-11-17,"Mississippi",40,0,40,0,"MS"
"280",2006-11-17,"Missouri",40,0,55,0,"MO"
"281",2006-11-17,"Montana",40,0,40,0,"MT"
"282",2006-11-17,"Nebraska",40,0,90,10,"NE"
"283",2006-11-17,"Nevada",30,4,70,5,"NV"
"284",2006-11-17,"New Hampshire",40,0,40,0,"NH"
"285",2006-11-17,"New Jersey",80,10,40,0,"NJ"
"286",2006-11-17,"New Mexico",60,0,40,0,"NM"
"287",2006-11-17,"New York",85,0,40,0,"NY"
"288",2006-11-17,"North Carolina",40,0,40,0,"NC"
"289",2006-11-17,"North Dakota",40,0,40,0,"ND"
"290",2006-11-17,"Ohio",40,0,40,0,"OH"
"291",2006-11-17,"Oklahoma",10,0,90,5,"OK"
"292",2006-11-17,"Oregon",40,0,25,0,"OR"
"293",2006-11-17,"Pennsylvania",60,0,25,0,"PA"
"294",2006-11-17,"Rhode Island",40,0,40,0,"RI"
"295",2006-11-17,"South Carolina",40,0,40,0,"SC"
"296",2006-11-17,"South Dakota",40,0,40,0,"SD"
"297",2006-11-17,"Tennessee",40,0,40,0,"TN"
"298",2006-11-17,"Texas",40,0,40,0,"TX"
"299",2006-11-17,"Utah",40,0,40,0,"UT"
"300",2006-11-17,"Vermont",40,0,40,0,"VT"
"301",2006-11-17,"Virginia",40,5,70,0,"VA"
"302",2006-11-17,"Washington",40,0,40,0,"WA"
"303",2006-11-17,"West Virginia",40,0,40,0,"WV"
"304",2006-11-17,"Wisconsin",40,0,40,0,"WI"
"305",2006-11-17,"Wyoming",40,0,40,0,"WY"
"306",2006-11-18,"Alabama",40,0,40,0,"AL"
"307",2006-11-18,"Alaska",40,0,40,0,"AK"
"308",2006-11-18,"Arizona",40,0,40,0,"AZ"
"309",2006-11-18,"Arkansas",40,0,40,0,"AR"
"310",2006-11-18,"California",40,0,40,0,"CA"
"311",2006-11-18,"Colorado",35,0,40,0,"CO"
"312",2006-11-18,"Connecticut",40,0,40,0,"CT"
"313",2006-11-18,"Delaware",40,0,40,0,"DE"
"314",2006-11-18,"District of Columbia",33.3,0,33.3,0,"DC"
"315",2006-11-18,"Florida",45,0,45,0,"FL"
"316",2006-11-18,"Georgia",40,0,40,0,"GA"
"317",2006-11-18,"Hawaii",40,0,40,0,"HI"
"318",2006-11-18,"Idaho",40,0,40,0,"ID"
"319",2006-11-18,"Illinois",40,0,40,0,"IL"
"320",2006-11-18,"Indiana",40,0,40,0,"IN"
"321",2006-11-18,"Iowa",40,0,40,0,"IA"
"322",2006-11-18,"Kansas",40,0,40,0,"KS"
"323",2006-11-18,"Kentucky",40,0,40,0,"KY"
"324",2006-11-18,"Louisiana",40,0,40,0,"LA"
"325",2006-11-18,"Maine",40,0,40,0,"ME"
"326",2006-11-18,"Maryland",40,0,40,0,"MD"
"327",2006-11-18,"Massachusetts",90,0,40,0,"MA"
"328",2006-11-18,"Michigan",40,0,40,0,"MI"
"329",2006-11-18,"Minnesota",40,0,40,0,"MN"
"330",2006-11-18,"Mississippi",40,0,40,0,"MS"
"331",2006-11-18,"Missouri",40,0,55,0,"MO"
"332",2006-11-18,"Montana",40,0,40,0,"MT"
"333",2006-11-18,"Nebraska",40,0,90,0,"NE"
"334",2006-11-18,"Nevada",30,0,70,0,"NV"
"335",2006-11-18,"New Hampshire",40,0,40,0,"NH"
"336",2006-11-18,"New Jersey",75,1,40,0,"NJ"
"337",2006-11-18,"New Mexico",60,0,40,0,"NM"
"338",2006-11-18,"New York",85,0,40,0,"NY"
"339",2006-11-18,"North Carolina",40,0,40,0,"NC"
"340",2006-11-18,"North Dakota",40,0,40,0,"ND"
"341",2006-11-18,"Ohio",40,0,40,0,"OH"
"342",2006-11-18,"Oklahoma",10,0,90,0,"OK"
"343",2006-11-18,"Oregon",40,0,25,0,"OR"
"344",2006-11-18,"Pennsylvania",60,0,25,0,"PA"
"345",2006-11-18,"Rhode Island",40,0,40,0,"RI"
"346",2006-11-18,"South Carolina",40,0,40,0,"SC"
"347",2006-11-18,"South Dakota",40,0,40,0,"SD"
"348",2006-11-18,"Tennessee",40,0,40,0,"TN"
"349",2006-11-18,"Texas",40,0,40,0,"TX"
"350",2006-11-18,"Utah",40,0,40,0,"UT"
"351",2006-11-18,"Vermont",40,0,40,0,"VT"
"352",2006-11-18,"Virginia",40,0,70,0,"VA"
"353",2006-11-18,"Washington",40,0,40,0,"WA"
"354",2006-11-18,"West Virginia",40,0,40,0,"WV"
"355",2006-11-18,"Wisconsin",40,0,40,0,"WI"
"356",2006-11-18,"Wyoming",40,0,40,0,"WY"
"357",2006-11-19,"Alabama",40,0,40,0,"AL"
"358",2006-11-19,"Alaska",40,0,40,0,"AK"
"359",2006-11-19,"Arizona",40,0,40,0,"AZ"
"360",2006-11-19,"Arkansas",40,0,40,0,"AR"
"361",2006-11-19,"California",40,0,40,0,"CA"
"362",2006-11-19,"Colorado",35,0,40,0,"CO"
"363",2006-11-19,"Connecticut",40,0,40,0,"CT"
"364",2006-11-19,"Delaware",40,0,40,0,"DE"
"365",2006-11-19,"District of Columbia",33.3,0,33.3,0,"DC"
"366",2006-11-19,"Florida",45,0,45,0,"FL"
"367",2006-11-19,"Georgia",40,0,40,0,"GA"
"368",2006-11-19,"Hawaii",40,0,40,0,"HI"
"369",2006-11-19,"Idaho",40,0,40,0,"ID"
"370",2006-11-19,"Illinois",40,0,40,0,"IL"
"371",2006-11-19,"Indiana",40,0,40,0,"IN"
"372",2006-11-19,"Iowa",40,0,40,0,"IA"
"373",2006-11-19,"Kansas",40,0,40,0,"KS"
"374",2006-11-19,"Kentucky",40,0,40,0,"KY"
"375",2006-11-19,"Louisiana",40,0,40,0,"LA"
"376",2006-11-19,"Maine",40,0,40,0,"ME"
"377",2006-11-19,"Maryland",40,0,40,0,"MD"
"378",2006-11-19,"Massachusetts",90,0,40,0,"MA"
"379",2006-11-19,"Michigan",40,0,40,0,"MI"
"380",2006-11-19,"Minnesota",40,0,40,0,"MN"
"381",2006-11-19,"Mississippi",40,0,40,0,"MS"
"382",2006-11-19,"Missouri",40,0,55,0,"MO"
"383",2006-11-19,"Montana",40,0,40,0,"MT"
"384",2006-11-19,"Nebraska",40,0,90,0,"NE"
"385",2006-11-19,"Nevada",30,0,70,0,"NV"
"386",2006-11-19,"New Hampshire",40,0,40,0,"NH"
"387",2006-11-19,"New Jersey",75,0,40,0,"NJ"
"388",2006-11-19,"New Mexico",60,0,40,0,"NM"
"389",2006-11-19,"New York",85,0,40,0,"NY"
"390",2006-11-19,"North Carolina",40,0,40,0,"NC"
"391",2006-11-19,"North Dakota",40,0,40,0,"ND"
"392",2006-11-19,"Ohio",40,0,40,0,"OH"
"393",2006-11-19,"Oklahoma",10,0,90,0,"OK"
"394",2006-11-19,"Oregon",40,0,25,0,"OR"
"395",2006-11-19,"Pennsylvania",60,0,25,0,"PA"
"396",2006-11-19,"Rhode Island",40,0,40,0,"RI"
"397",2006-11-19,"South Carolina",40,0,40,0,"SC"
"398",2006-11-19,"South Dakota",40,0,40,0,"SD"
"399",2006-11-19,"Tennessee",40,0,40,0,"TN"
"400",2006-11-19,"Texas",40,0,40,0,"TX"
"401",2006-11-19,"Utah",40,0,40,0,"UT"
"402",2006-11-19,"Vermont",40,0,40,0,"VT"
"403",2006-11-19,"Virginia",40,0,70,0,"VA"
"404",2006-11-19,"Washington",40,0,40,0,"WA"
"405",2006-11-19,"West Virginia",40,0,40,0,"WV"
"406",2006-11-19,"Wisconsin",40,0,40,0,"WI"
"407",2006-11-19,"Wyoming",40,0,40,0,"WY"
"408",2006-11-20,"Alabama",10,0,90,0,"AL"
"409",2006-11-20,"Alaska",15,0,85,0,"AK"
"410",2006-11-20,"Arizona",30,0,70,0,"AZ"
"411",2006-11-20,"Arkansas",25,0,75,0,"AR"
"412",2006-11-20,"California",85,0,15,0,"CA"
"413",2006-11-20,"Colorado",30,0,70,0,"CO"
"414",2006-11-20,"Connecticut",85,0,15,0,"CT"
"415",2006-11-20,"Delaware",85,0,15,0,"DE"
"416",2006-11-20,"District of Columbia",96,0,2,0,"DC"
"417",2006-11-20,"Florida",50,0,50,0,"FL"
"418",2006-11-20,"Georgia",15,0,85,0,"GA"
"419",2006-11-20,"Hawaii",90,0,10,0,"HI"
"420",2006-11-20,"Idaho",10,0,90,0,"ID"
"421",2006-11-20,"Illinois",85,0,15,0,"IL"
"422",2006-11-20,"Indiana",20,0,80,0,"IN"
"423",2006-11-20,"Iowa",50,0,50,0,"IA"
"424",2006-11-20,"Kansas",20,0,80,0,"KS"
"425",2006-11-20,"Kentucky",15,0,85,0,"KY"
"426",2006-11-20,"Louisiana",20,0,80,0,"LA"
"427",2006-11-20,"Maine",71,0,29,0,"ME"
"428",2006-11-20,"Maryland",85,0,15,0,"MD"
"429",2006-11-20,"Massachusetts",90,0,10,0,"MA"
"430",2006-11-20,"Michigan",75,0,25,0,"MI"
"431",2006-11-20,"Minnesota",70,0,30,0,"MN"
"432",2006-11-20,"Mississippi",10,0,90,0,"MS"
"433",2006-11-20,"Missouri",45,0,55,0,"MO"
"434",2006-11-20,"Montana",15,0,85,0,"MT"
"435",2006-11-20,"Nebraska",15,0,85,0,"NE"
"436",2006-11-20,"Nevada",35,0,69,0,"NV"
"437",2006-11-20,"New Hampshire",65,0,35,0,"NH"
"438",2006-11-20,"New Jersey",75,0,24,0,"NJ"
"439",2006-11-20,"New Mexico",60,0,40,0,"NM"
"440",2006-11-20,"New York",85,1,15,0,"NY"
"441",2006-11-20,"North Carolina",20,0,80,0,"NC"
"442",2006-11-20,"North Dakota",10,0,90,0,"ND"
"443",2006-11-20,"Ohio",50,0,50,0,"OH"
"444",2006-11-20,"Oklahoma",15,0,85,0,"OK"
"445",2006-11-20,"Oregon",80,0,20,0,"OR"
"446",2006-11-20,"Pennsylvania",75,0,25,10,"PA"
"447",2006-11-20,"Rhode Island",90,0,10,0,"RI"
"448",2006-11-20,"South Carolina",15,0,85,0,"SC"
"449",2006-11-20,"South Dakota",15,0,85,0,"SD"
"450",2006-11-20,"Tennessee",25,0,75,0,"TN"
"451",2006-11-20,"Texas",10,0,85,5,"TX"
"452",2006-11-20,"Utah",10,0,90,0,"UT"
"453",2006-11-20,"Vermont",85,0,15,0,"VT"
"454",2006-11-20,"Virginia",35,0,65,0,"VA"
"455",2006-11-20,"Washington",75,0,25,0,"WA"
"456",2006-11-20,"West Virginia",25,0,75,0,"WV"
"457",2006-11-20,"Wisconsin",65,0,35,0,"WI"
"458",2006-11-20,"Wyoming",10,0,90,0,"WY"
"459",2006-11-21,"Alabama",10,0,90,0,"AL"
"460",2006-11-21,"Alaska",15,0,85,0,"AK"
"461",2006-11-21,"Arizona",30,0,70,0,"AZ"
"462",2006-11-21,"Arkansas",25,0,75,0,"AR"
"463",2006-11-21,"California",85,0,15,0,"CA"
"464",2006-11-21,"Colorado",30,0,70,0,"CO"
"465",2006-11-21,"Connecticut",85,0,15,0,"CT"
"466",2006-11-21,"Delaware",85,0,15,0,"DE"
"467",2006-11-21,"District of Columbia",96,0,2,0,"DC"
"468",2006-11-21,"Florida",50,0,50,0,"FL"
"469",2006-11-21,"Georgia",15,0,85,0,"GA"
"470",2006-11-21,"Hawaii",85,10,15,10,"HI"
"471",2006-11-21,"Idaho",10,0,90,0,"ID"
"472",2006-11-21,"Illinois",85,0,15,0,"IL"
